Complaint_ID,Customer_ID,Account_ID,Complaint_Type,Channel,Created_Date,Priority,Assigned_Team,Status,Resolved_Date,Resolution_Hours,SLA_Status,Escalated,Root_Cause
CP0000534,C000208,A0003820,Card Issue,Call Center,2025-02-24 22:00:00,Medium,Digital Support,Closed,2025-02-25 12:00:00,14.0,Within SLA,No,Card Processing
CP0000535,C000387,A0005032,Digital Banking Issue,Call Center,2024-06-24 13:00:00,High,Branch Ops,Resolved,2024-06-25 11:00:00,22.0,Within SLA,No,App/System
CP0000536,C003851,A0004461,Transaction Failure,Branch,2025-10-05 02:00:00,Medium,Payments Team,Closed,2025-10-07 13:00:00,59.0,Breached,Yes,System/Network
CP0000537,C001413,A0000586,Card Issue,Web,2025-05-12 12:00:00,Low,Cards Team,Closed,2025-05-16 13:00:00,97.0,Breached,Yes,Card Processing
CP0000538,C003741,A0005439,Account Issue,Call Center,2024-08-28 15:00:00,Low,Digital Support,Resolved,2024-08-30 12:00:00,45.0,Breached,Yes,Operations
CP0000539,C000617,A0004126,Digital Banking Issue,Web,2025-09-09 11:00:00,High,Digital Support,Resolved,2025-09-10 02:00:00,15.0,Within SLA,No,App/System
CP0000540,C000568,A0006231,Card Issue,Email,2024-10-14 19:00:00,High,Digital Support,Resolved,2024-10-19 00:00:00,101.0,Breached,Yes,Card Processing
CP0000541,C000135,A0006326,Account Issue,Call Center,2025-12-29 20:00:00,High,Payments Team,Resolved,2025-12-31 14:00:00,42.0,Breached,Yes,Operations
CP0000542,C000960,A0002211,ATM Issue,Email,2025-09-04 09:00:00,High,Account Ops,Resolved,2025-09-07 16:00:00,79.0,Breached,Yes,ATM/Network
CP0000543,C000776,A0003806,Billing/Charges,Call Center,2025-12-13 23:00:00,Medium,Branch Ops,Closed,2025-12-17 14:00:00,87.0,Breached,Yes,Fee/Charge Dispute
CP0000544,C000768,A0005127,Transaction Failure,Email,2026-01-18 00:00:00,Medium,Payments Team,Resolved,2026-01-21 09:00:00,81.0,Breached,Yes,System/Network
CP0000545,C003664,A0002471,Card Issue,Branch,2024-05-16 08:00:00,Medium,Payments Team,Resolved,2024-05-16 14:00:00,6.0,Within SLA,No,Card Processing
CP0000546,C000327,A0003969,Digital Banking Issue,Branch,2024-09-28 21:00:00,Medium,Branch Ops,Resolved,2024-09-30 12:00:00,39.0,Within SLA,No,App/System
CP0000547,C000787,A0000994,Card Issue,Mobile App,2026-05-03 18:00:00,Low,Digital Support,Resolved,2026-05-07 09:00:00,87.0,Breached,Yes,Card Processing
CP0000548,C004373,A0000874,Account Issue,Branch,2025-10-16 18:00:00,Medium,Cards Team,Resolved,2025-10-17 12:00:00,18.0,Within SLA,No,Operations
CP0000549,C004289,A0002278,Account Issue,Mobile App,2024-09-27 17:00:00,Medium,Cards Team,Resolved,2024-09-28 18:00:00,25.0,Within SLA,No,Operations
CP0000550,C000398,A0002608,Card Issue,Branch,2025-11-29 15:00:00,Medium,Payments Team,Resolved,2025-11-30 05:00:00,14.0,Within SLA,No,Card Processing
CP0000551,C001774,A0005204,Digital Banking Issue,Web,2024-05-28 18:00:00,High,Branch Ops,Resolved,2024-06-01 12:00:00,90.0,Breached,Yes,App/System
CP0000552,C000855,A0000415,Account Issue,Call Center,2024-09-07 00:00:00,Medium,Branch Ops,Resolved,2024-09-08 02:00:00,26.0,Within SLA,No,Operations
CP0000553,C001162,A0006271,Transaction Failure,Branch,2024-02-17 09:00:00,Medium,Branch Ops,Closed,2024-02-18 05:00:00,20.0,Within SLA,No,System/Network
CP0000554,C003097,A0005011,ATM Issue,Mobile App,2024-03-29 15:00:00,High,Cards Team,Resolved,2024-04-01 04:00:00,61.0,Within SLA,No,ATM/Network
CP0000555,C000819,A0002986,ATM Issue,Call Center,2024-01-17 09:00:00,High,Account Ops,Resolved,2024-01-21 08:00:00,95.0,Breached,Yes,ATM/Network
CP0000556,C003782,A0003622,Transaction Failure,Call Center,2025-07-21 19:00:00,Low,Branch Ops,Closed,2025-07-23 16:00:00,45.0,Within SLA,No,System/Network
CP0000557,C001722,A0003738,ATM Issue,Mobile App,2025-04-07 10:00:00,High,Payments Team,Resolved,2025-04-08 01:00:00,15.0,Within SLA,No,ATM/Network
CP0000558,C001485,A0006343,ATM Issue,Call Center,2024-01-08 18:00:00,Medium,Digital Support,Resolved,2024-01-14 06:00:00,132.0,Breached,Yes,ATM/Network
CP0000559,C002416,A0006174,Billing/Charges,Email,2026-06-23 21:00:00,Medium,Digital Support,Closed,2026-06-25 13:00:00,40.0,Within SLA,No,Fee/Charge Dispute
CP0000560,C001513,A0005219,Unauthorized Transaction,Call Center,2025-01-29 19:00:00,Medium,Payments Team,Resolved,2025-01-31 20:00:00,49.0,Within SLA,No,Fraud/Security
CP0000561,C001351,A0004528,Transaction Failure,Email,2024-09-27 06:00:00,High,Digital Support,Resolved,2024-09-28 02:00:00,20.0,Within SLA,No,System/Network
CP0000562,C003956,A0003337,Digital Banking Issue,Call Center,2025-05-08 08:00:00,High,Account Ops,Resolved,2025-05-09 11:00:00,27.0,Breached,Yes,App/System
CP0000563,C003742,A0004387,Transaction Failure,Mobile App,2025-09-14 08:00:00,High,Digital Support,Resolved,2025-09-15 23:00:00,39.0,Within SLA,No,System/Network
CP0000564,C004384,A0001105,Card Issue,Call Center,2024-12-17 14:00:00,Medium,Payments Team,Resolved,2024-12-18 08:00:00,18.0,Within SLA,No,Card Processing
CP0000565,C001580,A0000043,Account Issue,Mobile App,2025-09-15 16:00:00,Low,Branch Ops,Resolved,2025-09-16 17:00:00,25.0,Within SLA,No,Operations
CP0000566,C001929,A0002358,Billing/Charges,Call Center,2026-02-02 09:00:00,Medium,Account Ops,Resolved,2026-02-03 14:00:00,29.0,Within SLA,Yes,Fee/Charge Dispute
CP0000567,C002942,A0005369,Card Issue,Branch,2024-06-14 23:00:00,Medium,Payments Team,Resolved,2024-06-17 01:00:00,50.0,Breached,Yes,Card Processing
CP0000568,C000136,A0003716,ATM Issue,Mobile App,2024-06-30 10:00:00,Medium,Branch Ops,Resolved,2024-07-01 20:00:00,34.0,Breached,Yes,ATM/Network
CP0000569,C000618,A0005538,Card Issue,Email,2024-12-02 01:00:00,High,Branch Ops,Closed,2024-12-03 18:00:00,41.0,Within SLA,No,Card Processing
CP0000570,C003400,A0003842,Transaction Failure,Mobile App,2025-01-06 11:00:00,Medium,Branch Ops,In Progress,,,Open,No,System/Network
CP0000571,C001034,A0000553,Digital Banking Issue,Call Center,2025-03-02 02:00:00,Medium,Payments Team,Resolved,2025-03-03 04:00:00,26.0,Within SLA,Yes,App/System
CP0000572,C004510,A0000788,Transaction Failure,Branch,2025-10-13 02:00:00,Low,Digital Support,Resolved,2025-10-16 08:00:00,78.0,Breached,Yes,System/Network
CP0000573,C000494,A0004399,Digital Banking Issue,Branch,2025-04-29 23:00:00,Low,Account Ops,Resolved,2025-05-01 16:00:00,41.0,Within SLA,No,App/System
CP0000574,C003893,A0005445,Transaction Failure,Branch,2024-07-12 15:00:00,High,Account Ops,Resolved,2024-07-14 15:00:00,48.0,Within SLA,No,System/Network
CP0000575,C002289,A0001394,Account Issue,Call Center,2025-09-03 10:00:00,Low,Branch Ops,Closed,2025-09-04 07:00:00,21.0,Within SLA,No,Operations
CP0000576,C001733,A0003585,Billing/Charges,Email,2025-02-02 21:00:00,Medium,Cards Team,Resolved,2025-02-03 16:00:00,19.0,Within SLA,No,Fee/Charge Dispute
CP0000577,C001302,A0002914,Billing/Charges,Call Center,2026-06-24 19:00:00,High,Payments Team,Resolved,2026-06-25 21:00:00,26.0,Breached,Yes,Fee/Charge Dispute
CP0000578,C001260,A0002935,Digital Banking Issue,Mobile App,2024-03-01 09:00:00,Medium,Branch Ops,Closed,2024-03-03 05:00:00,44.0,Within SLA,No,App/System
CP0000579,C002236,A0004279,Unauthorized Transaction,Email,2026-01-17 13:00:00,Medium,Branch Ops,Resolved,2026-01-20 07:00:00,66.0,Breached,Yes,Fraud/Security
CP0000580,C000184,A0002352,Transaction Failure,Email,2024-11-09 06:00:00,Medium,Payments Team,Resolved,2024-11-12 14:00:00,80.0,Breached,Yes,System/Network
CP0000581,C004098,A0003795,Transaction Failure,Call Center,2024-12-30 16:00:00,Low,Payments Team,Resolved,2025-01-01 23:00:00,55.0,Breached,Yes,System/Network
CP0000582,C002330,A0006388,Billing/Charges,Call Center,2024-02-12 16:00:00,High,Cards Team,Resolved,2024-02-14 08:00:00,40.0,Within SLA,No,Fee/Charge Dispute
CP0000583,C002379,A0004615,ATM Issue,Mobile App,2025-05-12 12:00:00,Medium,Cards Team,Pending,,,Open,No,ATM/Network
CP0000584,C000343,A0002123,Billing/Charges,Branch,2025-02-24 11:00:00,High,Cards Team,Resolved,2025-02-28 07:00:00,92.0,Breached,Yes,Fee/Charge Dispute
CP0000585,C000063,A0000518,Unauthorized Transaction,Call Center,2025-09-27 06:00:00,Medium,Payments Team,Resolved,2025-09-30 09:00:00,75.0,Breached,Yes,Fraud/Security
CP0000586,C003272,A0003119,Digital Banking Issue,Call Center,2024-12-02 18:00:00,Medium,Branch Ops,Resolved,2024-12-04 17:00:00,47.0,Breached,Yes,App/System
CP0000587,C004642,A0000647,Billing/Charges,Mobile App,2024-03-15 18:00:00,Medium,Cards Team,Resolved,2024-03-16 19:00:00,25.0,Breached,Yes,Fee/Charge Dispute
CP0000588,C000314,A0000946,Account Issue,Branch,2026-01-26 09:00:00,Medium,Digital Support,Closed,2026-01-26 23:00:00,14.0,Within SLA,No,Operations
CP0000589,C004545,A0000834,ATM Issue,Call Center,2025-11-29 07:00:00,Medium,Account Ops,Closed,2025-11-29 12:00:00,5.0,Within SLA,No,ATM/Network
CP0000590,C001343,A0002462,Digital Banking Issue,Call Center,2024-01-10 14:00:00,High,Branch Ops,Resolved,2024-01-15 19:00:00,125.0,Breached,Yes,App/System
CP0000591,C002457,A0003940,Account Issue,Call Center,2026-02-11 06:00:00,Medium,Cards Team,Resolved,2026-02-12 04:00:00,22.0,Within SLA,No,Operations
CP0000592,C003947,A0005701,Transaction Failure,Branch,2024-07-31 07:00:00,Critical,Account Ops,Resolved,2024-08-04 15:00:00,104.0,Breached,Yes,System/Network
CP0000593,C003757,A0002624,Billing/Charges,Branch,2025-01-18 18:00:00,Medium,Payments Team,Resolved,2025-01-19 04:00:00,10.0,Within SLA,No,Fee/Charge Dispute
CP0000594,C004718,A0004913,ATM Issue,Call Center,2025-01-09 01:00:00,Medium,Digital Support,Resolved,2025-01-11 12:00:00,59.0,Within SLA,No,ATM/Network
CP0000595,C001173,A0005440,Unauthorized Transaction,Web,2026-05-27 21:00:00,Medium,Branch Ops,Resolved,2026-05-28 21:00:00,24.0,Within SLA,No,Fraud/Security
CP0000596,C004657,A0004122,Billing/Charges,Call Center,2025-12-22 15:00:00,Medium,Cards Team,Resolved,2025-12-24 08:00:00,41.0,Breached,Yes,Fee/Charge Dispute
CP0000597,C003172,A0003942,ATM Issue,Call Center,2026-03-18 16:00:00,Low,Cards Team,Resolved,2026-03-19 20:00:00,28.0,Within SLA,No,ATM/Network
CP0000598,C004466,A0002601,Card Issue,Email,2024-06-07 15:00:00,Medium,Digital Support,Resolved,2024-06-08 09:00:00,18.0,Within SLA,No,Card Processing
CP0000599,C003568,A0000261,Card Issue,Call Center,2024-07-29 20:00:00,High,Digital Support,Closed,2024-08-06 14:00:00,186.0,Breached,Yes,Card Processing
CP0000600,C004766,A0005344,ATM Issue,Mobile App,2025-09-20 02:00:00,Low,Digital Support,Resolved,2025-09-22 00:00:00,46.0,Within SLA,No,ATM/Network
CP0000601,C003695,A0003443,Digital Banking Issue,Mobile App,2025-12-02 09:00:00,Low,Account Ops,In Progress,,,Open,No,App/System
CP0000602,C001618,A0003715,Card Issue,Call Center,2025-04-21 06:00:00,High,Branch Ops,Resolved,2025-04-27 08:00:00,146.0,Breached,Yes,Card Processing
CP0000603,C001482,A0001765,ATM Issue,Web,2024-08-02 06:00:00,Medium,Payments Team,Resolved,2024-08-02 23:00:00,17.0,Within SLA,No,ATM/Network
CP0000604,C001190,A0002596,Transaction Failure,Call Center,2025-09-24 11:00:00,High,Account Ops,Resolved,2025-09-28 05:00:00,90.0,Breached,Yes,System/Network
CP0000605,C002714,A0000771,Transaction Failure,Branch,2025-04-07 00:00:00,Medium,Account Ops,Pending,,,Open,No,System/Network
CP0000606,C001187,A0003453,Card Issue,Branch,2025-06-10 01:00:00,High,Payments Team,Resolved,2025-06-10 09:00:00,8.0,Within SLA,Yes,Card Processing
CP0000607,C004209,A0003317,Account Issue,Branch,2026-05-11 08:00:00,Critical,Digital Support,Closed,2026-05-12 21:00:00,37.0,Within SLA,No,Operations
CP0000608,C003475,A0005439,Digital Banking Issue,Email,2024-06-09 15:00:00,Low,Account Ops,Resolved,2024-06-12 09:00:00,66.0,Breached,Yes,App/System
CP0000609,C001977,A0001694,Digital Banking Issue,Branch,2024-01-03 13:00:00,Medium,Payments Team,Resolved,2024-01-04 06:00:00,17.0,Within SLA,No,App/System
CP0000610,C002886,A0000388,Digital Banking Issue,Call Center,2026-04-25 10:00:00,Medium,Account Ops,Closed,2026-04-26 00:00:00,14.0,Within SLA,No,App/System
CP0000611,C002378,A0005791,Card Issue,Web,2025-08-10 01:00:00,High,Payments Team,Resolved,2025-08-14 06:00:00,101.0,Breached,Yes,Card Processing
CP0000612,C004018,A0005589,ATM Issue,Email,2024-12-19 12:00:00,Medium,Payments Team,In Progress,,,Open,No,ATM/Network
CP0000613,C004111,A0005217,ATM Issue,Call Center,2024-03-16 11:00:00,Critical,Digital Support,Resolved,2024-03-17 11:00:00,24.0,Within SLA,No,ATM/Network
CP0000614,C003474,A0005922,ATM Issue,Branch,2025-08-20 04:00:00,High,Payments Team,Resolved,2025-08-23 15:00:00,83.0,Breached,Yes,ATM/Network
CP0000615,C000934,A0002504,Card Issue,Branch,2024-06-27 21:00:00,Medium,Digital Support,Resolved,2024-06-28 19:00:00,22.0,Within SLA,No,Card Processing
CP0000616,C001355,A0005860,Billing/Charges,Branch,2024-03-21 01:00:00,Low,Cards Team,Closed,2024-03-23 16:00:00,63.0,Breached,Yes,Fee/Charge Dispute
CP0000617,C003423,A0005491,Unauthorized Transaction,Mobile App,2024-07-10 18:00:00,High,Account Ops,Resolved,2024-07-12 12:00:00,42.0,Within SLA,No,Fraud/Security
CP0000618,C003251,A0000135,Digital Banking Issue,Email,2025-07-07 16:00:00,Low,Payments Team,Resolved,2025-07-08 20:00:00,28.0,Within SLA,No,App/System
CP0000619,C003488,A0000146,Digital Banking Issue,Call Center,2025-01-10 13:00:00,Critical,Cards Team,Closed,2025-01-10 15:00:00,2.0,Within SLA,No,App/System
CP0000620,C003279,A0004151,Card Issue,Mobile App,2025-08-13 02:00:00,High,Payments Team,Resolved,2025-08-15 02:00:00,48.0,Breached,Yes,Card Processing
CP0000621,C002048,A0002464,Transaction Failure,Call Center,2025-05-06 09:00:00,Medium,Payments Team,Pending,,,Open,No,System/Network
CP0000622,C002748,A0003107,ATM Issue,Web,2026-02-15 12:00:00,Low,Cards Team,Resolved,2026-02-16 16:00:00,28.0,Within SLA,No,ATM/Network
CP0000623,C001467,A0005138,Billing/Charges,Mobile App,2024-05-13 16:00:00,Medium,Payments Team,Resolved,2024-05-16 06:00:00,62.0,Breached,Yes,Fee/Charge Dispute
CP0000624,C004733,A0000235,Transaction Failure,Call Center,2025-11-05 10:00:00,Medium,Payments Team,Resolved,2025-11-08 12:00:00,74.0,Breached,Yes,System/Network
CP0000625,C004955,A0002893,Transaction Failure,Call Center,2025-04-29 23:00:00,Medium,Branch Ops,Resolved,2025-05-03 04:00:00,77.0,Breached,Yes,System/Network
CP0000626,C002374,A0003504,ATM Issue,Branch,2025-03-07 18:00:00,Medium,Cards Team,Resolved,2025-03-09 05:00:00,35.0,Within SLA,No,ATM/Network
CP0000627,C000708,A0003366,Unauthorized Transaction,Mobile App,2024-10-02 10:00:00,Medium,Cards Team,Resolved,2024-10-05 18:00:00,80.0,Breached,Yes,Fraud/Security
CP0000628,C004998,A0005663,Digital Banking Issue,Call Center,2025-09-30 11:00:00,Medium,Payments Team,Closed,2025-10-03 11:00:00,72.0,Breached,Yes,App/System
CP0000629,C000478,A0000305,Transaction Failure,Branch,2024-11-17 18:00:00,Medium,Digital Support,Pending,,,Open,No,System/Network
CP0000630,C000094,A0000727,Digital Banking Issue,Email,2024-07-09 00:00:00,Medium,Digital Support,Resolved,2024-07-11 22:00:00,70.0,Breached,Yes,App/System
CP0000631,C001338,A0001341,Transaction Failure,Web,2025-09-26 07:00:00,High,Cards Team,Resolved,2025-09-28 06:00:00,47.0,Within SLA,No,System/Network
CP0000632,C004683,A0003230,Account Issue,Web,2025-12-14 06:00:00,Medium,Digital Support,Resolved,2025-12-15 21:00:00,39.0,Within SLA,No,Operations
CP0000633,C002403,A0003221,ATM Issue,Mobile App,2025-10-01 23:00:00,Medium,Payments Team,Resolved,2025-10-03 09:00:00,34.0,Breached,Yes,ATM/Network
CP0000634,C002627,A0004765,Card Issue,Email,2026-01-30 02:00:00,Medium,Digital Support,Resolved,2026-01-31 01:00:00,23.0,Within SLA,No,Card Processing
CP0000635,C004619,A0003095,Billing/Charges,Call Center,2025-05-15 21:00:00,Medium,Payments Team,Resolved,2025-05-18 14:00:00,65.0,Breached,Yes,Fee/Charge Dispute
CP0000636,C002236,A0004815,Card Issue,Web,2026-04-21 04:00:00,Medium,Digital Support,Resolved,2026-04-22 08:00:00,28.0,Within SLA,No,Card Processing
CP0000637,C002367,A0002515,ATM Issue,Branch,2024-02-21 07:00:00,Low,Cards Team,Closed,2024-02-23 07:00:00,48.0,Within SLA,No,ATM/Network
CP0000638,C001097,A0006041,Unauthorized Transaction,Mobile App,2025-01-04 02:00:00,Low,Branch Ops,Resolved,2025-01-06 04:00:00,50.0,Breached,Yes,Fraud/Security
CP0000639,C004727,A0000934,Transaction Failure,Call Center,2025-04-06 23:00:00,Medium,Cards Team,Pending,,,Open,No,System/Network
CP0000640,C004896,A0001713,Digital Banking Issue,Call Center,2025-12-01 13:00:00,Medium,Branch Ops,Resolved,2025-12-06 06:00:00,113.0,Breached,Yes,App/System
CP0000641,C000238,A0005875,Card Issue,Web,2024-05-09 09:00:00,Medium,Cards Team,Pending,,,Open,No,Card Processing
CP0000642,C004001,A0000460,Account Issue,Call Center,2025-12-14 02:00:00,Medium,Payments Team,Resolved,2025-12-14 15:00:00,13.0,Within SLA,No,Operations
CP0000643,C001914,A0001576,Card Issue,Email,2026-04-06 13:00:00,Low,Cards Team,Resolved,2026-04-08 08:00:00,43.0,Within SLA,Yes,Card Processing
CP0000644,C002957,A0002239,ATM Issue,Email,2026-06-06 07:00:00,Medium,Payments Team,Resolved,2026-06-06 11:00:00,4.0,Within SLA,No,ATM/Network
CP0000645,C001956,A0000114,Account Issue,Web,2025-05-01 14:00:00,High,Digital Support,Resolved,2025-05-03 02:00:00,36.0,Within SLA,No,Operations
CP0000646,C002011,A0003382,Transaction Failure,Mobile App,2024-01-28 15:00:00,Medium,Payments Team,Resolved,2024-02-02 16:00:00,121.0,Breached,Yes,System/Network
CP0000647,C002777,A0004369,ATM Issue,Branch,2025-11-26 03:00:00,High,Payments Team,Pending,,,Open,No,ATM/Network
CP0000648,C002273,A0003237,Transaction Failure,Call Center,2025-08-28 14:00:00,Medium,Payments Team,Resolved,2025-08-31 00:00:00,58.0,Breached,Yes,System/Network
CP0000649,C001008,A0003652,Transaction Failure,Email,2025-06-02 20:00:00,Medium,Account Ops,Closed,2025-06-08 14:00:00,138.0,Breached,Yes,System/Network
CP0000650,C000012,A0001810,ATM Issue,Branch,2025-07-26 11:00:00,Low,Digital Support,Resolved,2025-07-28 18:00:00,55.0,Breached,Yes,ATM/Network
CP0000651,C000691,A0005143,Billing/Charges,Web,2024-02-10 09:00:00,Medium,Account Ops,Closed,2024-02-12 03:00:00,42.0,Within SLA,No,Fee/Charge Dispute
CP0000652,C003130,A0000609,ATM Issue,Email,2026-03-25 08:00:00,Low,Cards Team,Resolved,2026-03-26 01:00:00,17.0,Within SLA,No,ATM/Network
CP0000653,C000558,A0001661,Card Issue,Web,2024-05-20 07:00:00,High,Account Ops,Resolved,2024-05-20 20:00:00,13.0,Within SLA,No,Card Processing
CP0000654,C002211,A0004175,Transaction Failure,Call Center,2026-04-25 12:00:00,Medium,Account Ops,Resolved,2026-04-27 17:00:00,53.0,Within SLA,No,System/Network
CP0000655,C002059,A0005140,ATM Issue,Mobile App,2026-02-23 06:00:00,Medium,Account Ops,Resolved,2026-03-02 00:00:00,162.0,Breached,Yes,ATM/Network
CP0000656,C000335,A0001875,Card Issue,Call Center,2024-12-05 18:00:00,High,Digital Support,Pending,,,Open,No,Card Processing
CP0000657,C004234,A0003938,Account Issue,Call Center,2025-02-01 18:00:00,High,Cards Team,Resolved,2025-02-06 06:00:00,108.0,Breached,Yes,Operations
CP0000658,C004912,A0004850,Billing/Charges,Call Center,2025-01-08 14:00:00,Critical,Payments Team,Resolved,2025-01-12 21:00:00,103.0,Breached,Yes,Fee/Charge Dispute
CP0000659,C000005,A0001432,Billing/Charges,Email,2025-06-22 16:00:00,Critical,Digital Support,Resolved,2025-06-23 01:00:00,9.0,Within SLA,No,Fee/Charge Dispute
CP0000660,C000861,A0000988,Transaction Failure,Web,2024-02-17 17:00:00,Medium,Digital Support,Resolved,2024-02-20 07:00:00,62.0,Breached,Yes,System/Network
CP0000661,C004219,A0000881,Digital Banking Issue,Branch,2024-12-07 00:00:00,High,Payments Team,Resolved,2024-12-12 12:00:00,132.0,Breached,Yes,App/System
CP0000662,C000803,A0005626,ATM Issue,Web,2024-05-17 11:00:00,Medium,Payments Team,Pending,,,Open,No,ATM/Network
CP0000663,C000121,A0000844,Account Issue,Web,2024-10-08 18:00:00,Medium,Payments Team,Resolved,2024-10-09 08:00:00,14.0,Within SLA,No,Operations
CP0000664,C003485,A0005196,Transaction Failure,Call Center,2024-07-23 00:00:00,High,Branch Ops,Closed,2024-07-27 19:00:00,115.0,Breached,Yes,System/Network
CP0000665,C004721,A0003297,Transaction Failure,Branch,2024-12-02 05:00:00,Critical,Digital Support,Resolved,2024-12-03 21:00:00,40.0,Within SLA,No,System/Network
CP0000666,C003502,A0003778,ATM Issue,Email,2025-08-31 11:00:00,Critical,Cards Team,Resolved,2025-09-02 11:00:00,48.0,Breached,Yes,ATM/Network
CP0000667,C000854,A0003486,Transaction Failure,Mobile App,2025-12-27 06:00:00,Medium,Branch Ops,In Progress,,,Open,No,System/Network
CP0000668,C004470,A0002790,Digital Banking Issue,Email,2026-05-19 09:00:00,High,Digital Support,Closed,2026-05-20 13:00:00,28.0,Breached,Yes,App/System
CP0000669,C003086,A0004251,Digital Banking Issue,Mobile App,2024-06-25 07:00:00,Low,Branch Ops,Closed,2024-06-25 22:00:00,15.0,Within SLA,No,App/System
